,leaf_ID,disease
3248,5237,healthy
3248,5237,healthy
3250,5237,healthy
3250,5237,healthy
3252,5237,healthy
3252,5237,healthy
3254,5237,healthy
3254,5237,healthy
3256,4223,healthy
3256,4223,healthy
3258,4223,healthy
3258,4223,healthy
3260,4223,healthy
3260,4223,healthy
3262,4223,healthy
3262,4223,healthy
3264,4223,healthy
3264,4223,healthy
3266,4223,healthy
3266,4223,healthy
3267,4223,healthy
3267,4223,healthy
3269,4223,healthy
3269,4223,healthy
3271,4223,healthy
3271,4223,healthy
3273,4223,healthy
3273,4223,healthy
3275,4223,healthy
3275,4223,healthy
3277,4223,healthy
3277,4223,healthy
3279,4223,healthy
3279,4223,healthy
3281,4223,healthy
3281,4223,healthy
3283,4223,healthy
3283,4223,healthy
3285,4223,healthy
3285,4223,healthy
3287,4223,healthy
3287,4223,healthy
3289,4223,healthy
3289,4223,healthy
3291,459,healthy
3291,459,healthy
3293,459,healthy
3293,459,healthy
3295,459,healthy
3295,459,healthy
3297,459,healthy
3297,459,healthy
3299,459,healthy
3299,459,healthy
3301,459,healthy
3301,459,healthy
3303,459,healthy
3303,459,healthy
3305,459,healthy
3305,459,healthy
3307,459,healthy
3307,459,healthy
3309,459,healthy
3309,459,healthy
3311,459,healthy
3311,459,healthy
3313,459,healthy
3313,459,healthy
3315,459,healthy
3315,459,healthy
3317,459,healthy
3317,459,healthy
3319,459,healthy
3319,459,healthy
3321,3681,healthy
3321,3681,healthy
3323,3681,healthy
3323,3681,healthy
3325,3681,healthy
3325,3681,healthy
3327,3681,healthy
3327,3681,healthy
3329,3681,healthy
3329,3681,healthy
3331,3681,healthy
3331,3681,healthy
3333,3681,healthy
3333,3681,healthy
3335,3681,healthy
3335,3681,healthy
3337,3681,healthy
3337,3681,healthy
3339,3681,healthy
3339,3681,healthy
3341,3681,healthy
3341,3681,healthy
3343,3681,healthy
3343,3681,healthy
3345,3681,healthy
3345,3681,healthy
3347,3681,healthy
3347,3681,healthy
3349,3681,healthy
3349,3681,healthy
3351,4147,healthy
3351,4147,healthy
3352,4147,healthy
3352,4147,healthy
3353,4147,healthy
3353,4147,healthy
3355,4147,healthy
3355,4147,healthy
3357,4147,healthy
3357,4147,healthy
3359,4147,healthy
3359,4147,healthy
3360,4147,healthy
3360,4147,healthy
3361,4147,healthy
3361,4147,healthy
3362,4147,healthy
3362,4147,healthy
3363,4147,healthy
3363,4147,healthy
3364,4147,healthy
3364,4147,healthy
3365,4147,healthy
3365,4147,healthy
3366,4147,healthy
3366,4147,healthy
3367,4147,healthy
3367,4147,healthy
3368,4147,healthy
3368,4147,healthy
3369,3778,healthy
3369,3778,healthy
3370,3778,healthy
3370,3778,healthy
3371,3778,healthy
3371,3778,healthy
3372,3778,healthy
3372,3778,healthy
3373,3778,healthy
3373,3778,healthy
3374,3778,healthy
3374,3778,healthy
3375,3778,healthy
3375,3778,healthy
3376,3778,healthy
3376,3778,healthy
3377,3778,healthy
3377,3778,healthy
3378,3778,healthy
3378,3778,healthy
3379,3778,healthy
3379,3778,healthy
3380,3778,healthy
3380,3778,healthy
3381,3778,healthy
3381,3778,healthy
3382,3778,healthy
3382,3778,healthy
3383,3778,healthy
3383,3778,healthy
3384,1740,healthy
3384,1740,healthy
3385,1740,healthy
3385,1740,healthy
3386,1740,healthy
3386,1740,healthy
3387,1740,healthy
3387,1740,healthy
3388,1740,healthy
3388,1740,healthy
3389,1740,healthy
3389,1740,healthy
3390,1740,healthy
3390,1740,healthy
3391,1740,healthy
3391,1740,healthy
3392,1740,healthy
3392,1740,healthy
3393,1740,healthy
3393,1740,healthy
3394,1740,healthy
3394,1740,healthy
3395,1740,healthy
3395,1740,healthy
3396,1740,healthy
3396,1740,healthy
3397,1740,healthy
3397,1740,healthy
3398,1740,healthy
3398,1740,healthy
3399,1740,healthy
3399,1740,healthy
3400,3778,healthy
3400,3778,healthy
3401,3778,healthy
3401,3778,healthy
3402,3778,healthy
3402,3778,healthy
3403,3778,healthy
3403,3778,healthy
3404,3778,healthy
3404,3778,healthy
3405,3778,healthy
3405,3778,healthy
3406,3778,healthy
3406,3778,healthy
3407,3778,healthy
3407,3778,healthy
3408,3778,healthy
3408,3778,healthy
3409,3778,healthy
3409,3778,healthy
3410,3778,healthy
3410,3778,healthy
3411,3778,healthy
3411,3778,healthy
3412,3778,healthy
3412,3778,healthy
3413,3778,healthy
3413,3778,healthy
3414,3778,healthy
3414,3778,healthy
3415,3778,healthy
3415,3778,healthy
3416,3778,healthy
3416,3778,healthy
3417,3778,healthy
3417,3778,healthy
3418,1740,healthy
3418,1740,healthy
3419,1740,healthy
3419,1740,healthy
3420,1740,healthy
3420,1740,healthy
3421,1740,healthy
3421,1740,healthy
3422,1740,healthy
3422,1740,healthy
3423,1740,healthy
3423,1740,healthy
3424,1740,healthy
3424,1740,healthy
3425,1740,healthy
3425,1740,healthy
3426,1740,healthy
3426,1740,healthy
3427,1740,healthy
3427,1740,healthy
3428,1740,healthy
3428,1740,healthy
3429,1740,healthy
3429,1740,healthy
3430,4922,healthy
3430,4922,healthy
3431,4922,healthy
3431,4922,healthy
3432,4922,healthy
3432,4922,healthy
3433,4922,healthy
3433,4922,healthy
3434,4922,healthy
3434,4922,healthy
3435,4922,healthy
3435,4922,healthy
3436,4922,healthy
3436,4922,healthy
3437,4922,healthy
3437,4922,healthy
3438,4922,healthy
3438,4922,healthy
3439,4922,healthy
3439,4922,healthy
3440,4922,healthy
3440,4922,healthy
3441,4922,healthy
3441,4922,healthy
3442,820,healthy
3442,820,healthy
3443,820,healthy
3443,820,healthy
3444,820,healthy
3444,820,healthy
3445,820,healthy
3445,820,healthy
3446,820,healthy
3446,820,healthy
3447,820,healthy
3447,820,healthy
3448,820,healthy
3448,820,healthy
3449,820,healthy
3449,820,healthy
3450,820,healthy
3450,820,healthy
3451,820,healthy
3451,820,healthy
3452,820,healthy
3452,820,healthy
3453,820,healthy
3453,820,healthy
3454,3242,healthy
3454,3242,healthy
3455,3242,healthy
3455,3242,healthy
3456,3242,healthy
3456,3242,healthy
3457,3242,healthy
3457,3242,healthy
3458,3242,healthy
3458,3242,healthy
3459,3242,healthy
3459,3242,healthy
3460,3242,healthy
3460,3242,healthy
3461,3242,healthy
3461,3242,healthy
3462,3242,healthy
3462,3242,healthy
3463,3242,healthy
3463,3242,healthy
3464,3242,healthy
3464,3242,healthy
3465,3242,healthy
3465,3242,healthy
3466,3242,healthy
3466,3242,healthy
3467,3242,healthy
3467,3242,healthy
3468,3242,healthy
3468,3242,healthy
3469,4748,healthy
3469,4748,healthy
3470,4748,healthy
3470,4748,healthy
3471,4748,healthy
3471,4748,healthy
3472,4748,healthy
3472,4748,healthy
3473,4748,healthy
3473,4748,healthy
3474,4748,healthy
3474,4748,healthy
3475,4748,healthy
3475,4748,healthy
3476,4748,healthy
3476,4748,healthy
3477,4748,healthy
3477,4748,healthy
3478,4748,healthy
3478,4748,healthy
3479,4748,healthy
3479,4748,healthy
3480,4748,healthy
3480,4748,healthy
3481,5613,healthy
3481,5613,healthy
3482,5613,healthy
3482,5613,healthy
3483,5613,healthy
3483,5613,healthy
3484,5613,healthy
3484,5613,healthy
3485,5613,healthy
3485,5613,healthy
3486,5613,healthy
3486,5613,healthy
3487,5613,healthy
3487,5613,healthy
3488,5613,healthy
3488,5613,healthy
3489,5613,healthy
3489,5613,healthy
3490,5613,healthy
3490,5613,healthy
3491,5613,healthy
3491,5613,healthy
3492,5613,healthy
3492,5613,healthy
3493,430,healthy
3493,430,healthy
3494,430,healthy
3494,430,healthy
3495,430,healthy
3495,430,healthy
3496,430,healthy
3496,430,healthy
3497,430,healthy
3497,430,healthy
3498,430,healthy
3498,430,healthy
3499,430,healthy
3499,430,healthy
3500,430,healthy
3500,430,healthy
3501,430,healthy
3501,430,healthy
3502,430,healthy
3502,430,healthy
3503,430,healthy
3503,430,healthy
3504,430,healthy
3504,430,healthy
3505,3106,healthy
3505,3106,healthy
3506,3106,healthy
3506,3106,healthy
3507,3106,healthy
3507,3106,healthy
3508,3106,healthy
3508,3106,healthy
3509,3106,healthy
3509,3106,healthy
3510,3106,healthy
3510,3106,healthy
3511,3106,healthy
3511,3106,healthy
3512,3106,healthy
3512,3106,healthy
3513,3106,healthy
3513,3106,healthy
3514,3106,healthy
3514,3106,healthy
3515,3106,healthy
3515,3106,healthy
3516,3106,healthy
3516,3106,healthy
3517,3106,healthy
3517,3106,healthy
3518,3106,healthy
3518,3106,healthy
3519,419,healthy
3519,419,healthy
3520,419,healthy
3520,419,healthy
3521,419,healthy
3521,419,healthy
3522,419,healthy
3522,419,healthy
3523,419,healthy
3523,419,healthy
3524,419,healthy
3524,419,healthy
3525,419,healthy
3525,419,healthy
3526,419,healthy
3526,419,healthy
3527,419,healthy
3527,419,healthy
3528,419,healthy
3528,419,healthy
3529,419,healthy
3529,419,healthy
3530,419,healthy
3530,419,healthy
3531,419,healthy
3531,419,healthy
3532,419,healthy
3532,419,healthy
3533,419,healthy
3533,419,healthy
3534,3656,healthy
3534,3656,healthy
3535,3656,healthy
3535,3656,healthy
3536,3656,healthy
3536,3656,healthy
3537,3656,healthy
3537,3656,healthy
3538,3656,healthy
3538,3656,healthy
3539,3656,healthy
3539,3656,healthy
3540,3656,healthy
3540,3656,healthy
3541,3656,healthy
3541,3656,healthy
3542,3656,healthy
3542,3656,healthy
3543,3656,healthy
3543,3656,healthy
3544,3656,healthy
3544,3656,healthy
3545,3656,healthy
3545,3656,healthy
3546,3656,healthy
3546,3656,healthy
3547,3656,healthy
3547,3656,healthy
3548,3656,healthy
3548,3656,healthy
3549,880,healthy
3549,880,healthy
3550,880,healthy
3550,880,healthy
3551,880,healthy
3551,880,healthy
3552,880,healthy
3552,880,healthy
3553,880,healthy
3553,880,healthy
3554,880,healthy
3554,880,healthy
3555,880,healthy
3555,880,healthy
3556,880,healthy
3556,880,healthy
3557,880,healthy
3557,880,healthy
3558,880,healthy
3558,880,healthy
3559,880,healthy
3559,880,healthy
3560,880,healthy
3560,880,healthy
3561,880,healthy
3561,880,healthy
3562,880,healthy
3562,880,healthy
3563,880,healthy
3563,880,healthy
3564,5202,healthy
3564,5202,healthy
3565,5957,healthy
3565,5957,healthy
3566,5957,healthy
3566,5957,healthy
3567,5957,healthy
3567,5957,healthy
3568,5957,healthy
3568,5957,healthy
3569,5957,healthy
3569,5957,healthy
3576,5957,healthy
3576,5957,healthy
3577,5957,healthy
3577,5957,healthy
3578,5957,healthy
3578,5957,healthy
3579,4706,healthy
3579,4706,healthy
3580,4706,healthy
3580,4706,healthy
3581,4706,healthy
3581,4706,healthy
3582,4706,healthy
3582,4706,healthy
3583,4706,healthy
3583,4706,healthy
3584,4706,healthy
3584,4706,healthy
3585,4706,healthy
3585,4706,healthy
3586,4706,healthy
3586,4706,healthy
3587,4706,healthy
3587,4706,healthy
3588,4706,healthy
3588,4706,healthy
3589,4706,healthy
3589,4706,healthy
3590,4706,healthy
3590,4706,healthy
3591,3001,healthy
3591,3001,healthy
3592,3001,healthy
3592,3001,healthy
3593,3001,healthy
3593,3001,healthy
3594,3001,healthy
3594,3001,healthy
3595,3001,healthy
3595,3001,healthy
3596,3001,healthy
3596,3001,healthy
3597,3001,healthy
3597,3001,healthy
3598,3001,healthy
3598,3001,healthy
3599,3001,healthy
3599,3001,healthy
3600,3001,healthy
3600,3001,healthy
3601,3001,healthy
3601,3001,healthy
3602,3001,healthy
3602,3001,healthy
3603,2340,healthy
3603,2340,healthy
3604,2340,healthy
3604,2340,healthy
3605,2340,healthy
3605,2340,healthy
3606,2340,healthy
3606,2340,healthy
3607,2340,healthy
3607,2340,healthy
3608,2340,healthy
3608,2340,healthy
3609,2340,healthy
3609,2340,healthy
3610,2340,healthy
3610,2340,healthy
3611,2340,healthy
3611,2340,healthy
3612,1205,healthy
3612,1205,healthy
3613,1205,healthy
3613,1205,healthy
3614,1205,healthy
3614,1205,healthy
3615,1205,healthy
3615,1205,healthy
3616,1205,healthy
3616,1205,healthy
3617,1205,healthy
3617,1205,healthy
3618,1205,healthy
3618,1205,healthy
3619,1205,healthy
3619,1205,healthy
3620,1205,healthy
3620,1205,healthy
3621,1205,healthy
3621,1205,healthy
3622,1205,healthy
3622,1205,healthy
3623,1205,healthy
3623,1205,healthy
3624,1205,healthy
3624,1205,healthy
3625,1205,healthy
3625,1205,healthy
3626,4306,healthy
3626,4306,healthy
3627,4306,healthy
3627,4306,healthy
3628,4306,healthy
3628,4306,healthy
3629,4306,healthy
3629,4306,healthy
3630,4306,healthy
3630,4306,healthy
3631,4306,healthy
3631,4306,healthy
3632,4306,healthy
3632,4306,healthy
3633,4306,healthy
3633,4306,healthy
3634,4306,healthy
3634,4306,healthy
3635,4306,healthy
3635,4306,healthy
3636,4306,healthy
3636,4306,healthy
3637,4306,healthy
3637,4306,healthy
3638,2162,healthy
3638,2162,healthy
3639,2162,healthy
3639,2162,healthy
3640,2162,healthy
3640,2162,healthy
3641,2162,healthy
3641,2162,healthy
3642,2162,healthy
3642,2162,healthy
3643,2162,healthy
3643,2162,healthy
3644,2162,healthy
3644,2162,healthy
3645,2162,healthy
3645,2162,healthy
3646,2162,healthy
3646,2162,healthy
3647,2162,healthy
3647,2162,healthy
3648,2162,healthy
3648,2162,healthy
3649,2162,healthy
3649,2162,healthy
3650,2162,healthy
3650,2162,healthy
3651,1512,healthy
3651,1512,healthy
3652,1512,healthy
3652,1512,healthy
3653,1512,healthy
3653,1512,healthy
3654,1512,healthy
3654,1512,healthy
3655,1512,healthy
3655,1512,healthy
3656,1512,healthy
3656,1512,healthy
3657,1512,healthy
3657,1512,healthy
3658,1512,healthy
3658,1512,healthy
3659,1512,healthy
3659,1512,healthy
3660,1512,healthy
3660,1512,healthy
3661,1512,healthy
3661,1512,healthy
3662,1512,healthy
3662,1512,healthy
3663,1512,healthy
3663,1512,healthy
3664,1512,healthy
3664,1512,healthy
3665,1512,healthy
3665,1512,healthy
3666,118,healthy
3666,118,healthy
3667,118,healthy
3667,118,healthy
3668,118,healthy
3668,118,healthy
3669,118,healthy
3669,118,healthy
3670,118,healthy
3670,118,healthy
3671,118,healthy
3671,118,healthy
3672,118,healthy
3672,118,healthy
3673,1487,healthy
3673,1487,healthy
3674,1487,healthy
3674,1487,healthy
3675,1487,healthy
3675,1487,healthy
3676,1487,healthy
3676,1487,healthy
3677,1487,healthy
3677,1487,healthy
3678,1487,healthy
3678,1487,healthy
3679,1487,healthy
3679,1487,healthy
3680,1487,healthy
3680,1487,healthy
3681,1487,healthy
3681,1487,healthy
3682,1487,healthy
3682,1487,healthy
3683,1487,healthy
3683,1487,healthy
3684,1487,healthy
3684,1487,healthy
3685,1487,healthy
3685,1487,healthy
3686,1487,healthy
3686,1487,healthy
3687,1487,healthy
3687,1487,healthy
3688,3077,healthy
3688,3077,healthy
3689,3077,healthy
3689,3077,healthy
3690,3077,healthy
3690,3077,healthy
3691,3077,healthy
3691,3077,healthy
3692,3077,healthy
3692,3077,healthy
3693,3077,healthy
3693,3077,healthy
3694,3077,healthy
3694,3077,healthy
3695,3077,healthy
3695,3077,healthy
3696,3077,healthy
3696,3077,healthy
3697,233,healthy
3697,233,healthy
3698,233,healthy
3698,233,healthy
3699,233,healthy
3699,233,healthy
3700,233,healthy
3700,233,healthy
3701,233,healthy
3701,233,healthy
3702,233,healthy
3702,233,healthy
3703,233,healthy
3703,233,healthy
3704,233,healthy
3704,233,healthy
3705,233,healthy
3705,233,healthy
3706,233,healthy
3706,233,healthy
3707,233,healthy
3707,233,healthy
3708,2476,healthy
3708,2476,healthy
3709,2476,healthy
3709,2476,healthy
3710,2476,healthy
3710,2476,healthy
3711,2476,healthy
3711,2476,healthy
3712,2476,healthy
3712,2476,healthy
3713,2476,healthy
3713,2476,healthy
3714,2476,healthy
3714,2476,healthy
3715,2476,healthy
3715,2476,healthy
3716,2476,healthy
3716,2476,healthy
3722,2476,healthy
3722,2476,healthy
3723,2476,healthy
3723,2476,healthy
3724,2476,healthy
3724,2476,healthy
3725,2476,healthy
3725,2476,healthy
3726,2476,healthy
3726,2476,healthy
3727,2476,healthy
3727,2476,healthy
3728,166,healthy
3728,166,healthy
3729,166,healthy
3729,166,healthy
3730,166,healthy
3730,166,healthy
3731,166,healthy
3731,166,healthy
3732,166,healthy
3732,166,healthy
3733,166,healthy
3733,166,healthy
3734,166,healthy
3734,166,healthy
3735,166,healthy
3735,166,healthy
3736,166,healthy
3736,166,healthy
3737,166,healthy
3737,166,healthy
3738,166,healthy
3738,166,healthy
3739,166,healthy
3739,166,healthy
3740,6025,healthy
3740,6025,healthy
3741,6025,healthy
3741,6025,healthy
3742,6025,healthy
3742,6025,healthy
3743,6025,healthy
3743,6025,healthy
3744,6025,healthy
3744,6025,healthy
3745,6025,healthy
3745,6025,healthy
3746,6025,healthy
3746,6025,healthy
3747,6025,healthy
3747,6025,healthy
3748,6025,healthy
3748,6025,healthy
3749,6025,healthy
3749,6025,healthy
3750,6025,healthy
3750,6025,healthy
3751,6025,healthy
3751,6025,healthy
3752,5008,healthy
3752,5008,healthy
3753,5008,healthy
3753,5008,healthy
3754,5008,healthy
3754,5008,healthy
3755,5008,healthy
3755,5008,healthy
3756,5008,healthy
3756,5008,healthy
3757,5008,healthy
3757,5008,healthy
3758,5008,healthy
3758,5008,healthy
3759,5008,healthy
3759,5008,healthy
3760,5008,healthy
3760,5008,healthy
3761,5008,healthy
3761,5008,healthy
3763,5008,healthy
3763,5008,healthy
3764,5562,healthy
3764,5562,healthy
3765,5562,healthy
3765,5562,healthy
3766,5562,healthy
3766,5562,healthy
3767,5562,healthy
3767,5562,healthy
3768,5562,healthy
3768,5562,healthy
3769,5562,healthy
3769,5562,healthy
3770,5562,healthy
3770,5562,healthy
3771,5562,healthy
3771,5562,healthy
3772,5562,healthy
3772,5562,healthy
3773,5562,healthy
3773,5562,healthy
3774,5562,healthy
3774,5562,healthy
3775,5562,healthy
3775,5562,healthy
3776,5562,healthy
3776,5562,healthy
3777,5562,healthy
3777,5562,healthy
3778,5562,healthy
3778,5562,healthy
3779,2760,healthy
3779,2760,healthy
3780,2760,healthy
3780,2760,healthy
3781,2760,healthy
3781,2760,healthy
3782,2760,healthy
3782,2760,healthy
3783,2760,healthy
3783,2760,healthy
3784,2760,healthy
3784,2760,healthy
3785,2760,healthy
3785,2760,healthy
3786,2760,healthy
3786,2760,healthy
3787,2760,healthy
3787,2760,healthy
3788,2760,healthy
3788,2760,healthy
3789,2760,healthy
3789,2760,healthy
3790,4136,healthy
3790,4136,healthy
3791,4136,healthy
3791,4136,healthy
3792,4136,healthy
3792,4136,healthy
3793,4136,healthy
3793,4136,healthy
3794,4136,healthy
3794,4136,healthy
3795,4136,healthy
3795,4136,healthy
3796,4136,healthy
3796,4136,healthy
3797,4136,healthy
3797,4136,healthy
3798,4136,healthy
3798,4136,healthy
3799,4136,healthy
3799,4136,healthy
3800,4136,healthy
3800,4136,healthy
3801,4136,healthy
3801,4136,healthy
3802,4136,healthy
3802,4136,healthy
3803,4136,healthy
3803,4136,healthy
3804,1442,healthy
3804,1442,healthy
3805,1442,healthy
3805,1442,healthy
3806,1442,healthy
3806,1442,healthy
3807,1442,healthy
3807,1442,healthy
3808,1442,healthy
3808,1442,healthy
3809,1442,healthy
3809,1442,healthy
3810,1442,healthy
3810,1442,healthy
3811,1442,healthy
3811,1442,healthy
3812,1442,healthy
3812,1442,healthy
3813,1442,healthy
3813,1442,healthy
3814,1442,healthy
3814,1442,healthy
3815,1442,healthy
3815,1442,healthy
3816,1442,healthy
3816,1442,healthy
3816,1442,healthy
3816,1442,healthy
3817,1442,healthy
3817,1442,healthy
3817,1442,healthy
3817,1442,healthy
3818,2126,healthy
3818,2126,healthy
3818,2126,healthy
3818,2126,healthy
3819,2126,healthy
3819,2126,healthy
3819,2126,healthy
3819,2126,healthy
3820,2126,healthy
3820,2126,healthy
3820,2126,healthy
3820,2126,healthy
3821,2126,healthy
3821,2126,healthy
3821,2126,healthy
3821,2126,healthy
3822,2126,healthy
3822,2126,healthy
3822,2126,healthy
3822,2126,healthy
3823,2126,healthy
3823,2126,healthy
3824,2126,healthy
3824,2126,healthy
3825,2126,healthy
3825,2126,healthy
3826,2126,healthy
3826,2126,healthy
3827,2126,healthy
3827,2126,healthy
3828,2126,healthy
3828,2126,healthy
3829,2126,healthy
3829,2126,healthy
3830,2126,healthy
3830,2126,healthy
3831,2126,healthy
3831,2126,healthy
3832,2154,healthy
3832,2154,healthy
3833,2154,healthy
3833,2154,healthy
3834,2154,healthy
3834,2154,healthy
3835,2154,healthy
3835,2154,healthy
3836,2154,healthy
3836,2154,healthy
3837,2154,healthy
3837,2154,healthy
3838,2154,healthy
3838,2154,healthy
3839,2154,healthy
3839,2154,healthy
3840,2154,healthy
3840,2154,healthy
3841,2154,healthy
3841,2154,healthy
3842,2154,healthy
3842,2154,healthy
3843,2154,healthy
3843,2154,healthy
3844,4714,healthy
3844,4714,healthy
3845,4714,healthy
3845,4714,healthy
3846,4714,healthy
3846,4714,healthy
3847,4714,healthy
3847,4714,healthy
3848,4714,healthy
3848,4714,healthy
3849,4714,healthy
3849,4714,healthy
3850,4714,healthy
3850,4714,healthy
3851,1637,healthy
3851,1637,healthy
3852,1637,healthy
3852,1637,healthy
3853,1637,healthy
3853,1637,healthy
3854,1637,healthy
3854,1637,healthy
3855,1637,healthy
3855,1637,healthy
3856,1637,healthy
3856,1637,healthy
3857,1637,healthy
3857,1637,healthy
3858,1637,healthy
3858,1637,healthy
3859,1637,healthy
3859,1637,healthy
3860,1637,healthy
3860,1637,healthy
3861,1637,healthy
3861,1637,healthy
3862,1637,healthy
3862,1637,healthy
3863,5880,healthy
3863,5880,healthy
3864,5880,healthy
3864,5880,healthy
3865,5880,healthy
3865,5880,healthy
3866,5880,healthy
3866,5880,healthy
3867,5880,healthy
3867,5880,healthy
3868,5880,healthy
3868,5880,healthy
3869,5880,healthy
3869,5880,healthy
3870,5880,healthy
3870,5880,healthy
3871,5880,healthy
3871,5880,healthy
3872,2817,healthy
3872,2817,healthy
3873,2817,healthy
3873,2817,healthy
3874,2817,healthy
3874,2817,healthy
3875,2817,healthy
3875,2817,healthy
4779,2894,healthy
4779,2894,healthy
4780,2894,healthy
4780,2894,healthy
4781,2894,healthy
4781,2894,healthy
4782,2894,healthy
4782,2894,healthy
4783,3431,healthy
4783,3431,healthy
4784,3431,healthy
4784,3431,healthy
4785,3431,healthy
4785,3431,healthy
4786,3431,healthy
4786,3431,healthy
4787,3431,healthy
4787,3431,healthy
4788,3431,healthy
4788,3431,healthy
4789,3431,healthy
4789,3431,healthy
4790,3431,healthy
4790,3431,healthy
4791,3431,healthy
4791,3431,healthy
4792,3431,healthy
4792,3431,healthy
4793,3431,healthy
4793,3431,healthy
4794,3431,healthy
4794,3431,healthy
4795,3431,healthy
4795,3431,healthy
4796,3431,healthy
4796,3431,healthy
4797,3617,healthy
4797,3617,healthy
4798,3617,healthy
4798,3617,healthy
4799,3617,healthy
4799,3617,healthy
4800,3617,healthy
4800,3617,healthy
4801,3617,healthy
4801,3617,healthy
4802,3617,healthy
4802,3617,healthy
4803,3617,healthy
4803,3617,healthy
4804,3617,healthy
4804,3617,healthy
4805,3617,healthy
4805,3617,healthy
4806,1642,healthy
4806,1642,healthy
4807,1642,healthy
4807,1642,healthy
4808,1642,healthy
4808,1642,healthy
4809,1642,healthy
4809,1642,healthy
4810,1642,healthy
4810,1642,healthy
4811,1642,healthy
