,leaf_ID,disease
14070,2814,healthy
14070,2814,healthy
14070,2814,healthy
14071,2097,healthy
14071,2097,healthy
14071,2097,healthy
14072,2097,healthy
14072,2097,healthy
14072,2097,healthy
14073,2097,healthy
14073,2097,healthy
14073,2097,healthy
14074,2097,healthy
14074,2097,healthy
14074,2097,healthy
14075,1914,healthy
14075,1914,healthy
14075,1914,healthy
14076,1914,healthy
14076,1914,healthy
14076,1914,healthy
14077,1914,healthy
14077,1914,healthy
14077,1914,healthy
14078,1914,healthy
14078,1914,healthy
14078,1914,healthy
14079,5168,healthy
14079,5168,healthy
14079,5168,healthy
14080,5168,healthy
14080,5168,healthy
14080,5168,healthy
14081,5168,healthy
14081,5168,healthy
14081,5168,healthy
14082,5168,healthy
14082,5168,healthy
14082,5168,healthy
29334,1470,Early_blight
29335,1470,Early_blight
29336,1470,Early_blight
29337,1470,Early_blight
29338,1463,Early_blight
29339,1463,Early_blight
29340,1463,Early_blight
29341,1463,Early_blight
29342,1585,Early_blight
29343,1585,Early_blight
29344,1585,Early_blight
29345,1585,Early_blight
29346,1656,Early_blight
29347,1656,Early_blight
29348,1656,Early_blight
29349,1656,Early_blight
29350,476,Early_blight
29351,476,Early_blight
29352,476,Early_blight
29353,476,Early_blight
29354,2190,Early_blight
29355,2190,Early_blight
29356,2190,Early_blight
29357,2190,Early_blight
29358,4670,Early_blight
29359,4670,Early_blight
29360,4670,Early_blight
29361,4670,Early_blight
29362,1854,Early_blight
29363,1854,Early_blight
29364,1854,Early_blight
29365,1854,Early_blight
29366,1916,Early_blight
29367,1916,Early_blight
29368,1916,Early_blight
29369,1916,Early_blight
29370,5857,Early_blight
29371,5857,Early_blight
29372,5857,Early_blight
29373,5857,Early_blight
29374,4016,Early_blight
29375,4016,Early_blight
29376,4016,Early_blight
29377,4016,Early_blight
29378,2216,Early_blight
29379,2216,Early_blight
29380,2216,Early_blight
29381,2216,Early_blight
29382,4465,Early_blight
29383,4465,Early_blight
29384,4465,Early_blight
29385,4465,Early_blight
29386,539,Early_blight
29387,539,Early_blight
29388,539,Early_blight
29389,539,Early_blight
29390,136,Early_blight
29391,136,Early_blight
29392,136,Early_blight
29393,136,Early_blight
29394,5162,Early_blight
29395,5162,Early_blight
29396,5162,Early_blight
29397,5162,Early_blight
29398,5560,Early_blight
29399,5560,Early_blight
29400,5560,Early_blight
29401,5560,Early_blight
29402,3907,Early_blight
29403,3907,Early_blight
29404,3907,Early_blight
29405,3907,Early_blight
29406,1790,Early_blight
29407,1790,Early_blight
29408,1790,Early_blight
29409,1790,Early_blight
29410,1251,Early_blight
29411,1251,Early_blight
29412,1251,Early_blight
29413,1251,Early_blight
29414,154,Early_blight
29415,154,Early_blight
29416,154,Early_blight
29417,154,Early_blight
29418,2648,Early_blight
29419,2648,Early_blight
29420,2648,Early_blight
29421,2648,Early_blight
29422,4681,Early_blight
29423,4681,Early_blight
29424,4681,Early_blight
29425,4681,Early_blight
29426,3190,Early_blight
29427,3190,Early_blight
29428,3190,Early_blight
29429,3190,Early_blight
29430,2187,Early_blight
29431,2187,Early_blight
29432,2187,Early_blight
29433,2187,Early_blight
29434,3757,Early_blight
29435,3757,Early_blight
29436,3757,Early_blight
29437,3757,Early_blight
29438,5465,Early_blight
29439,5465,Early_blight
29440,5465,Early_blight
29441,5465,Early_blight
29442,92,Early_blight
29443,92,Early_blight
29444,92,Early_blight
29445,92,Early_blight
29446,3670,Early_blight
29447,3670,Early_blight
29448,3670,Early_blight
29449,3670,Early_blight
29450,1811,Early_blight
29451,1811,Early_blight
29452,1811,Early_blight
29453,1811,Early_blight
29454,4071,Early_blight
29455,4071,Early_blight
29456,4071,Early_blight
29457,4071,Early_blight
29458,4339,Early_blight
29459,4339,Early_blight
29460,4339,Early_blight
29461,4339,Early_blight
29462,1971,Early_blight
29463,1971,Early_blight
29464,1971,Early_blight
29465,1971,Early_blight
29466,1358,Early_blight
29467,1358,Early_blight
29468,1358,Early_blight
29469,1358,Early_blight
29470,5443,Early_blight
29471,5443,Early_blight
29472,5443,Early_blight
29473,5443,Early_blight
29474,4768,Early_blight
29475,4768,Early_blight
29476,4768,Early_blight
29477,4768,Early_blight
29478,1988,Early_blight
29479,1988,Early_blight
29480,1988,Early_blight
29481,1988,Early_blight
29482,5238,Early_blight
29483,5238,Early_blight
29484,5238,Early_blight
29485,5238,Early_blight
29486,384,Early_blight
29487,384,Early_blight
29488,384,Early_blight
29489,384,Early_blight
29490,1171,Early_blight
29491,1171,Early_blight
29492,1171,Early_blight
29493,1171,Early_blight
29494,4912,Early_blight
29495,4912,Early_blight
29496,4912,Early_blight
29497,4912,Early_blight
29498,117,Early_blight
29499,117,Early_blight
29500,117,Early_blight
29501,117,Early_blight
29502,3349,Early_blight
29503,3349,Early_blight
29504,3349,Early_blight
29505,3349,Early_blight
29506,3654,Early_blight
29507,3654,Early_blight
29508,3654,Early_blight
29509,3654,Early_blight
29510,1535,Early_blight
29511,1535,Early_blight
29512,1535,Early_blight
29513,1535,Early_blight
29514,4956,Early_blight
29515,4956,Early_blight
29516,4956,Early_blight
29517,4956,Early_blight
29518,990,Early_blight
29519,990,Early_blight
29520,990,Early_blight
29521,990,Early_blight
29522,1459,Early_blight
29523,1459,Early_blight
29524,1459,Early_blight
29525,1459,Early_blight
29526,5881,Early_blight
29527,5881,Early_blight
29528,5881,Early_blight
29529,5881,Early_blight
29530,4847,Early_blight
29531,4847,Early_blight
29532,4847,Early_blight
29533,4847,Early_blight
29534,309,Early_blight
29535,309,Early_blight
29536,309,Early_blight
29537,309,Early_blight
29538,1371,Early_blight
29539,1371,Early_blight
29540,1371,Early_blight
29541,1371,Early_blight
29542,1206,Early_blight
29543,1206,Early_blight
29544,1206,Early_blight
29545,1206,Early_blight
29546,3225,Early_blight
29547,3225,Early_blight
29548,3225,Early_blight
29549,3225,Early_blight
29550,3957,Early_blight
29551,3957,Early_blight
29552,3957,Early_blight
29553,3957,Early_blight
29554,3283,Early_blight
29555,3283,Early_blight
29556,3283,Early_blight
29557,3283,Early_blight
29558,1006,Early_blight
29559,1006,Early_blight
29560,1006,Early_blight
29561,1006,Early_blight
29562,385,Early_blight
29563,385,Early_blight
29564,385,Early_blight
29565,385,Early_blight
29566,5107,Early_blight
29567,5107,Early_blight
29568,5107,Early_blight
29569,5107,Early_blight
29570,1812,Early_blight
29571,1812,Early_blight
29572,1812,Early_blight
29573,1812,Early_blight
29574,1291,Early_blight
29575,1291,Early_blight
29576,1291,Early_blight
29577,1291,Early_blight
29578,2579,Early_blight
29579,2579,Early_blight
29580,2579,Early_blight
29581,2579,Early_blight
29582,4856,Early_blight
29583,4856,Early_blight
29584,4856,Early_blight
29585,4856,Early_blight
29586,239,Early_blight
29587,239,Early_blight
29588,239,Early_blight
29589,239,Early_blight
29590,5020,Early_blight
29591,5020,Early_blight
29592,5020,Early_blight
29593,5020,Early_blight
29594,5468,Early_blight
29595,5468,Early_blight
29596,5468,Early_blight
29597,5468,Early_blight
29598,5932,Early_blight
29599,5932,Early_blight
29600,5932,Early_blight
29601,5932,Early_blight
29602,3586,Early_blight
29603,3586,Early_blight
29604,3586,Early_blight
29605,3586,Early_blight
29606,5497,Early_blight
29607,5497,Early_blight
29608,5497,Early_blight
29609,5497,Early_blight
29610,2772,Early_blight
29611,2772,Early_blight
29612,2772,Early_blight
29613,2772,Early_blight
29614,1106,Early_blight
29615,1106,Early_blight
29616,1106,Early_blight
29617,1106,Early_blight
29618,3515,Early_blight
29619,3515,Early_blight
29620,3515,Early_blight
29621,3515,Early_blight
29622,1282,Early_blight
29623,1282,Early_blight
29624,1282,Early_blight
29625,1282,Early_blight
29626,598,Early_blight
29627,598,Early_blight
29628,598,Early_blight
29629,598,Early_blight
29630,3216,Early_blight
29631,3216,Early_blight
29632,3216,Early_blight
29633,3216,Early_blight
29634,1313,Early_blight
29635,1313,Early_blight
29636,1313,Early_blight
29637,1313,Early_blight
29638,3244,Early_blight
29639,3244,Early_blight
29640,3244,Early_blight
29641,3244,Early_blight
29642,4705,Early_blight
29643,4705,Early_blight
29644,4705,Early_blight
29645,4705,Early_blight
29646,5876,Early_blight
29647,5876,Early_blight
29648,5876,Early_blight
29649,5876,Early_blight
29650,3434,Early_blight
29651,3434,Early_blight
29652,3434,Early_blight
29653,3434,Early_blight
29654,126,Early_blight
29655,126,Early_blight
29656,126,Early_blight
29657,126,Early_blight
29658,3122,Early_blight
29659,3122,Early_blight
29660,3122,Early_blight
29661,3122,Early_blight
29662,2408,Early_blight
29663,2408,Early_blight
29664,2408,Early_blight
29665,2408,Early_blight
29666,4047,Early_blight
29667,4047,Early_blight
29668,4047,Early_blight
29669,4047,Early_blight
29670,3926,Early_blight
29671,3926,Early_blight
29672,3926,Early_blight
29673,3926,Early_blight
29674,5802,Early_blight
29675,5802,Early_blight
29676,5802,Early_blight
29677,5802,Early_blight
29678,5158,Early_blight
29679,5158,Early_blight
29680,5158,Early_blight
29681,5158,Early_blight
29682,1573,Early_blight
29683,1573,Early_blight
29684,1573,Early_blight
29685,1573,Early_blight
29686,4379,Early_blight
29687,4379,Early_blight
29688,4379,Early_blight
29689,4379,Early_blight
29690,723,Early_blight
29691,723,Early_blight
29692,723,Early_blight
29693,723,Early_blight
29694,4675,Early_blight
29695,4675,Early_blight
29696,4675,Early_blight
29697,4675,Early_blight
29698,4244,Early_blight
29699,4244,Early_blight
29700,4244,Early_blight
29701,4244,Early_blight
29702,822,Early_blight
29703,822,Early_blight
29704,822,Early_blight
29705,822,Early_blight
29706,4491,Early_blight
29707,4491,Early_blight
29708,4491,Early_blight
29709,4491,Early_blight
29710,5228,Early_blight
29711,5228,Early_blight
29712,5228,Early_blight
29713,5228,Early_blight
29714,2981,Early_blight
29715,2981,Early_blight
29716,2981,Early_blight
29717,2981,Early_blight
29718,3372,Early_blight
29719,3372,Early_blight
29720,3372,Early_blight
29721,3372,Early_blight
29722,863,Early_blight
29723,863,Early_blight
29724,863,Early_blight
29725,863,Early_blight
29726,4335,Early_blight
29727,4335,Early_blight
29728,4335,Early_blight
29729,4335,Early_blight
29730,5369,Early_blight
29731,5369,Early_blight
29732,5369,Early_blight
29733,5369,Early_blight
29734,134,Early_blight
29735,134,Early_blight
29736,134,Early_blight
29737,134,Early_blight
29738,566,Early_blight
29739,566,Early_blight
29740,566,Early_blight
29741,566,Early_blight
29742,4974,Early_blight
29743,4974,Early_blight
29744,4974,Early_blight
29745,4974,Early_blight
29746,3261,Early_blight
29747,3261,Early_blight
29748,3261,Early_blight
29749,3261,Early_blight
29750,1679,Early_blight
29751,1679,Early_blight
29752,1679,Early_blight
29753,1679,Early_blight
29754,670,Early_blight
29755,670,Early_blight
29756,670,Early_blight
29757,670,Early_blight
29758,5516,Early_blight
29759,5516,Early_blight
29760,5516,Early_blight
29761,5516,Early_blight
29762,3706,Early_blight
29763,3706,Early_blight
29764,3706,Early_blight
29765,3706,Early_blight
29766,1568,Early_blight
29767,1568,Early_blight
29768,1568,Early_blight
29769,1568,Early_blight
29770,3045,Early_blight
29771,3045,Early_blight
29772,3045,Early_blight
29773,3045,Early_blight
29774,1964,Early_blight
29775,1964,Early_blight
29776,1964,Early_blight
29777,1964,Early_blight
29778,2774,Early_blight
29779,2774,Early_blight
29780,2774,Early_blight
29781,2774,Early_blight
29782,3136,Early_blight
29783,3136,Early_blight
29784,3136,Early_blight
29785,3136,Early_blight
29786,3268,Early_blight
29787,3268,Early_blight
29788,3268,Early_blight
29789,3268,Early_blight
29790,1285,Early_blight
29791,1285,Early_blight
29792,1285,Early_blight
29793,1285,Early_blight
29794,5878,Early_blight
29795,5878,Early_blight
29796,5878,Early_blight
29797,5878,Early_blight
29798,5169,Early_blight
29799,5169,Early_blight
29800,5169,Early_blight
29801,5169,Early_blight
29802,5050,Early_blight
29803,5050,Early_blight
29804,5050,Early_blight
29805,5050,Early_blight
29806,2932,Early_blight
29807,2932,Early_blight
29808,2932,Early_blight
29809,2932,Early_blight
29810,3049,Early_blight
29811,3049,Early_blight
29812,3049,Early_blight
29813,3049,Early_blight
29814,1792,Early_blight
29815,1792,Early_blight
29816,1792,Early_blight
29817,1792,Early_blight
29818,5511,Early_blight
29819,5511,Early_blight
29820,5511,Early_blight
29821,5511,Early_blight
29822,4891,Early_blight
29823,4891,Early_blight
29824,4891,Early_blight
29825,4891,Early_blight
29826,5519,Early_blight
29827,5519,Early_blight
29828,5519,Early_blight
29829,5519,Early_blight
29830,2604,Early_blight
29831,2604,Early_blight
29832,2604,Early_blight
29833,2604,Early_blight
29834,3756,Early_blight
29835,3756,Early_blight
29836,3756,Early_blight
29837,3756,Early_blight
29838,5765,Early_blight
29839,5765,Early_blight
29840,5765,Early_blight
29841,5765,Early_blight
29842,1753,Early_blight
29843,1753,Early_blight
29844,1753,Early_blight
29845,1753,Early_blight
29846,5385,Early_blight
29847,5385,Early_blight
29848,5385,Early_blight
29849,5385,Early_blight
29850,3389,Early_blight
29851,3389,Early_blight
29852,3389,Early_blight
29853,3389,Early_blight
29854,4195,Early_blight
29855,4195,Early_blight
29856,4195,Early_blight
29857,4195,Early_blight
29858,4868,Early_blight
29859,4868,Early_blight
29860,4868,Early_blight
29861,4868,Early_blight
29862,1976,Early_blight
29863,1976,Early_blight
29864,1976,Early_blight
29865,1976,Early_blight
29866,4888,Early_blight
29867,4888,Early_blight
29868,4888,Early_blight
29869,4888,Early_blight
29870,392,Early_blight
29871,392,Early_blight
29872,392,Early_blight
29873,392,Early_blight
29874,4452,Early_blight
29875,4452,Early_blight
29876,4452,Early_blight
29877,4452,Early_blight
29878,769,Early_blight
29879,769,Early_blight
29880,769,Early_blight
29881,769,Early_blight
29882,249,Early_blight
29883,249,Early_blight
29884,249,Early_blight
29885,249,Early_blight
29886,551,Early_blight
29887,551,Early_blight
29888,551,Early_blight
29889,551,Early_blight
29890,887,Early_blight
29891,887,Early_blight
29892,887,Early_blight
29893,887,Early_blight
29894,5241,Early_blight
29895,5241,Early_blight
29896,5241,Early_blight
29897,5241,Early_blight
29898,4994,Early_blight
29899,4994,Early_blight
29900,4994,Early_blight
29901,4994,Early_blight
29902,5191,Early_blight
29903,5191,Early_blight
29904,5191,Early_blight
29905,5191,Early_blight
29906,4497,Early_blight
29907,4497,Early_blight
29908,4497,Early_blight
29909,4497,Early_blight
29910,2136,Early_blight
29911,2136,Early_blight
29912,2136,Early_blight
29913,2136,Early_blight
29914,5055,Early_blight
29915,5055,Early_blight
29916,5055,Early_blight
29917,5055,Early_blight
29918,3303,Early_blight
29919,3303,Early_blight
29920,3303,Early_blight
29921,3303,Early_blight
29922,1907,Early_blight
29923,1907,Early_blight
29924,1907,Early_blight
29925,1907,Early_blight
29926,4323,Early_blight
29927,4323,Early_blight
29928,4323,Early_blight
29929,4323,Early_blight
29930,5907,Early_blight
29931,5907,Early_blight
29932,5907,Early_blight
29933,5907,Early_blight
29934,4124,Early_blight
29935,4124,Early_blight
29936,4124,Early_blight
29937,4124,Early_blight
29938,2348,Early_blight
29939,2348,Early_blight
29940,2348,Early_blight
29941,2348,Early_blight
29942,766,Early_blight
29943,766,Early_blight
29944,766,Early_blight
29945,766,Early_blight
29946,1167,Early_blight
29947,1167,Early_blight
29948,1167,Early_blight
29949,1167,Early_blight
29950,5844,Early_blight
29951,5844,Early_blight
29952,5844,Early_blight
29953,5844,Early_blight
29954,824,Early_blight
29955,824,Early_blight
29956,824,Early_blight
29957,824,Early_blight
29958,1381,Early_blight
29959,1381,Early_blight
29960,1381,Early_blight
29961,1381,Early_blight
29962,1308,Early_blight
29963,1308,Early_blight
29964,1308,Early_blight
29965,1308,Early_blight
29966,4674,Early_blight
29967,4674,Early_blight
29968,4674,Early_blight
29969,4674,Early_blight
29970,815,Early_blight
29971,815,Early_blight
29972,815,Early_blight
29973,815,Early_blight
29974,1082,Early_blight
29975,1082,Early_blight
29976,1082,Early_blight
29977,1082,Early_blight
29978,1013,Early_blight
29979,1013,Early_blight
29980,1013,Early_blight
29981,1013,Early_blight
29982,5958,Early_blight
29983,5958,Early_blight
29984,5958,Early_blight
29985,5958,Early_blight
29986,1332,Early_blight
29987,1332,Early_blight
29988,1332,Early_blight
29989,1332,Early_blight
29990,5703,Early_blight
29991,5703,Early_blight
29992,5703,Early_blight
29993,5703,Early_blight
29994,3354,Early_blight
29995,3354,Early_blight
29996,3354,Early_blight
29997,3354,Early_blight
29998,211,Early_blight
29999,211,Early_blight
30000,211,Early_blight
30001,211,Early_blight
30002,1203,Early_blight
30003,1203,Early_blight
30004,1203,Early_blight
30005,1203,Early_blight
30006,5674,Early_blight
30007,5674,Early_blight
30008,5674,Early_blight
30009,5674,Early_blight
30010,3029,Early_blight
30011,3029,Early_blight
30012,3029,Early_blight
30013,3029,Early_blight
30014,3717,Early_blight
30015,3717,Early_blight
30016,3717,Early_blight
30017,3717,Early_blight
30018,5198,Early_blight
30019,5198,Early_blight
30020,5198,Early_blight
30021,5198,Early_blight
30022,5776,Early_blight
30023,5776,Early_blight
30024,5776,Early_blight
30025,5776,Early_blight
30026,2600,Early_blight
30027,2600,Early_blight
30028,2600,Early_blight
30029,2600,Early_blight
30030,872,Early_blight
30031,872,Early_blight
30032,872,Early_blight
30033,872,Early_blight
30034,2259,Early_blight
30035,2259,Early_blight
30036,2259,Early_blight
30037,2259,Early_blight
30038,3040,Early_blight
30039,3040,Early_blight
30040,3040,Early_blight
30041,3040,Early_blight
30042,4958,Early_blight
30043,4958,Early_blight
30044,4958,Early_blight
30045,4958,Early_blight
30046,2381,Early_blight
30047,2381,Early_blight
30048,2381,Early_blight
30049,2381,Early_blight
30050,274,Early_blight
30051,274,Early_blight
30052,274,Early_blight
30053,274,Early_blight
30054,2447,Early_blight
30055,2447,Early_blight
30056,2447,Early_blight
30057,2447,Early_blight
30058,5806,Early_blight
30059,5806,Early_blight
30060,5806,Early_blight
30061,5806,Early_blight
30062,3625,Early_blight
30063,3625,Early_blight
30064,3625,Early_blight
30065,3625,Early_blight
30066,4056,Early_blight
30067,4056,Early_blight
30068,4056,Early_blight
30069,4056,Early_blight
30070,491,Early_blight
30071,491,Early_blight
30072,491,Early_blight
30073,491,Early_blight
30074,4864,Early_blight
30075,4864,Early_blight
30076,4864,Early_blight
30077,4864,Early_blight
30078,3437,Early_blight
30079,3437,Early_blight
30080,3437,Early_blight
30081,3437,Early_blight
30082,3777,Early_blight
30083,3777,Early_blight
30084,3777,Early_blight
30085,3777,Early_blight
30086,216,Early_blight
30087,216,Early_blight
30088,216,Early_blight
30089,216,Early_blight
30090,53,Early_blight
30091,53,Early_blight
30092,53,Early_blight
30093,53,Early_blight
30094,3889,Early_blight
30095,3889,Early_blight
30096,3889,Early_blight
30097,3889,Early_blight
30098,4906,Early_blight
30099,4906,Early_blight
30100,4906,Early_blight
30101,4906,Early_blight
30102,279,Early_blight
30103,279,Early_blight
30104,279,Early_blight
30105,279,Early_blight
30106,5437,Early_blight
30107,5437,Early_blight
30108,5437,Early_blight
30109,5437,Early_blight
30110,1735,Early_blight
30111,1735,Early_blight
30112,1735,Early_blight
30113,1735,Early_blight
30114,3965,Early_blight
30115,3965,Early_blight
30116,3965,Early_blight
30117,3965,Early_blight
30118,4332,Early_blight
30119,4332,Early_blight
30120,4332,Early_blight
30121,4332,Early_blight
30122,1802,Early_blight
30123,1802,Early_blight
30124,1802,Early_blight
30125,1802,Early_blight
30126,2257,Early_blight
30127,2257,Early_blight
30128,2257,Early_blight
30129,2257,Early_blight
30130,3766,Early_blight
30131,3766,Early_blight
30132,3766,Early_blight
30133,3766,Early_blight
30134,4809,Early_blight
30135,4809,Early_blight
30136,4809,Early_blight
30137,4809,Early_blight
30138,5954,Early_blight
30139,5954,Early_blight
30140,5954,Early_blight
30141,5954,Early_blight
30142,5558,Early_blight
30143,5558,Early_blight
30144,5558,Early_blight
30145,5558,Early_blight
30146,1424,Early_blight
30147,1424,Early_blight
30148,1424,Early_blight
30149,1424,Early_blight
30150,4852,Early_blight
30151,4852,Early_blight
30152,4852,Early_blight
30153,4852,Early_blight
30154,4932,Early_blight
30155,4932,Early_blight
30156,4932,Early_blight
30157,4932,Early_blight
30158,1979,Early_blight
30159,1979,Early_blight
30160,1979,Early_blight
30161,1979,Early_blight
30162,5,Early_blight
30163,5,Early_blight
30164,5,Early_blight
30165,5,Early_blight
30166,5890,Early_blight
30167,5890,Early_blight
30168,5890,Early_blight
30169,5890,Early_blight
30170,3792,Early_blight
30171,3792,Early_blight
30172,3792,Early_blight
30173,3792,Early_blight
30174,2364,Early_blight
30175,2364,Early_blight
30176,2364,Early_blight
