,leaf_ID,disease_binary
13834,2263,1
13834,2263,1
13834,2263,1
13931,1401,1
13932,1401,1
13932,1401,1
13933,1401,1
13934,1401,1
13935,1388,1
13935,1388,1
13936,1388,1
13936,1388,1
13937,1388,1
13938,1388,1
13939,1503,1
13940,1503,1
13940,1503,1
13941,1503,1
13942,1503,1
13942,1503,1
13943,5188,1
13944,5188,1
13944,5188,1
13945,5188,1
13945,5188,1
13946,5188,1
13946,5188,1
13947,3956,1
13948,3956,1
13948,3956,1
13949,3956,1
13950,3956,1
13950,3956,1
13951,5699,1
13952,5699,1
13953,5699,1
13954,5699,1
13955,1998,1
13955,1998,1
13956,1998,1
13957,1998,1
13958,1998,1
13958,1998,1
13959,5386,1
13959,5386,1
13960,5386,1
13961,5386,1
13961,5386,1
13962,5386,1
13963,5442,1
13964,5442,1
13965,5442,1
13965,5442,1
13966,5442,1
13967,5794,1
13968,5794,1
13969,5794,1
13969,5794,1
13970,5794,1
13970,5794,1
13971,3940,1
13972,3940,1
13973,3940,1
13974,3940,1
13975,5725,1
13975,5725,1
13976,5725,1
13976,5725,1
13977,5725,1
13977,5725,1
13978,5725,1
13978,5725,1
13979,4411,1
13980,4411,1
13980,4411,1
13981,4411,1
13982,4411,1
13983,4039,1
13984,4039,1
13984,4039,1
13985,4039,1
13985,4039,1
13986,4039,1
13987,3582,1
13987,3582,1
13988,3582,1
13988,3582,1
13989,3582,1
13990,3582,1
13990,3582,1
13991,5096,1
13991,5096,1
13992,5096,1
13993,5096,1
13994,5096,1
13995,2931,1
13996,2931,1
13996,2931,1
13997,2931,1
13998,2931,1
13998,2931,1
13999,1216,1
14000,1216,1
14001,1216,1
14002,1216,1
14003,5319,1
14004,5319,1
14004,5319,1
14005,5319,1
14006,5319,1
14007,4807,1
14008,4807,1
14008,4807,1
14009,4807,1
14009,4807,1
14010,4807,1
14011,3605,1
14012,3605,1
14013,3605,1
14014,3605,1
14015,75,1
14016,75,1
14017,75,1
14017,75,1
14018,75,1
14019,4608,1
14020,4608,1
14020,4608,1
14021,4608,1
14022,4608,1
14022,4608,1
14023,559,1
14023,559,1
14024,559,1
14025,559,1
14026,559,1
14026,559,1
14027,5695,1
14028,5695,1
14029,5695,1
14030,5695,1
14031,1074,1
14032,1074,1
14032,1074,1
14033,1074,1
14033,1074,1
14034,1074,1
14034,1074,1
14035,5390,1
14036,5390,1
14037,5390,1
14038,5390,1
14039,22,1
14040,22,1
14041,22,1
14042,22,1
14043,1015,1
14043,1015,1
14044,1015,1
14045,1015,1
14045,1015,1
14046,1015,1
14047,5335,1
14047,5335,1
14048,5335,1
14048,5335,1
14049,5335,1
14049,5335,1
14050,5335,1
14050,5335,1
14051,1380,1
14051,1380,1
14052,1380,1
14052,1380,1
14053,1380,1
14053,1380,1
14054,1380,1
14054,1380,1
14055,1652,1
14055,1652,1
14056,1652,1
14056,1652,1
14057,1652,1
14057,1652,1
14058,1652,1
14058,1652,1
14059,1903,1
14059,1903,1
14060,1903,1
14060,1903,1
14061,1903,1
14061,1903,1
14062,1903,1
14062,1903,1
14063,4904,1
14063,4904,1
14063,4904,1
14064,4904,1
14064,4904,1
14064,4904,1
14065,4904,1
14065,4904,1
14065,4904,1
14066,4904,1
14066,4904,1
14066,4904,1
14067,2814,1
14067,2814,1
14067,2814,1
14068,2814,1
14068,2814,1
14068,2814,1
14069,2814,1
14069,2814,1
14069,2814,1
14070,2814,1
14070,2814,1
14070,2814,1
14071,2097,1
14071,2097,1
14071,2097,1
14072,2097,1
14072,2097,1
14072,2097,1
14073,2097,1
14073,2097,1
14073,2097,1
14074,2097,1
14074,2097,1
14074,2097,1
14075,1914,1
14075,1914,1
14075,1914,1
14076,1914,1
14076,1914,1
14076,1914,1
14077,1914,1
14077,1914,1
14077,1914,1
14078,1914,1
14078,1914,1
14078,1914,1
14079,5168,1
14079,5168,1
14079,5168,1
14080,5168,1
14080,5168,1
14080,5168,1
14081,5168,1
14081,5168,1
14081,5168,1
14082,5168,1
14082,5168,1
14082,5168,1
29334,1470,0
29335,1470,0
29336,1470,0
29337,1470,0
29338,1463,0
29339,1463,0
29340,1463,0
29341,1463,0
29342,1585,0
29343,1585,0
29344,1585,0
29345,1585,0
29346,1656,0
29347,1656,0
29348,1656,0
29349,1656,0
29350,476,0
29351,476,0
29352,476,0
29353,476,0
29354,2190,0
29355,2190,0
29356,2190,0
29357,2190,0
29358,4670,0
29359,4670,0
29360,4670,0
29361,4670,0
29362,1854,0
29363,1854,0
29364,1854,0
29365,1854,0
29366,1916,0
29367,1916,0
29368,1916,0
29369,1916,0
29370,5857,0
29371,5857,0
29372,5857,0
29373,5857,0
29374,4016,0
29375,4016,0
29376,4016,0
29377,4016,0
29378,2216,0
29379,2216,0
29380,2216,0
29381,2216,0
29382,4465,0
29383,4465,0
29384,4465,0
29385,4465,0
29386,539,0
29387,539,0
29388,539,0
29389,539,0
29390,136,0
29391,136,0
29392,136,0
29393,136,0
29394,5162,0
29395,5162,0
29396,5162,0
29397,5162,0
29398,5560,0
29399,5560,0
29400,5560,0
29401,5560,0
29402,3907,0
29403,3907,0
29404,3907,0
29405,3907,0
29406,1790,0
29407,1790,0
29408,1790,0
29409,1790,0
29410,1251,0
29411,1251,0
29412,1251,0
29413,1251,0
29414,154,0
29415,154,0
29416,154,0
29417,154,0
29418,2648,0
29419,2648,0
29420,2648,0
29421,2648,0
29422,4681,0
29423,4681,0
29424,4681,0
29425,4681,0
29426,3190,0
29427,3190,0
29428,3190,0
29429,3190,0
29430,2187,0
29431,2187,0
29432,2187,0
29433,2187,0
29434,3757,0
29435,3757,0
29436,3757,0
29437,3757,0
29438,5465,0
29439,5465,0
29440,5465,0
29441,5465,0
29442,92,0
29443,92,0
29444,92,0
29445,92,0
29446,3670,0
29447,3670,0
29448,3670,0
29449,3670,0
29450,1811,0
29451,1811,0
29452,1811,0
29453,1811,0
29454,4071,0
29455,4071,0
29456,4071,0
29457,4071,0
29458,4339,0
29459,4339,0
29460,4339,0
29461,4339,0
29462,1971,0
29463,1971,0
29464,1971,0
29465,1971,0
29466,1358,0
29467,1358,0
29468,1358,0
29469,1358,0
29470,5443,0
29471,5443,0
29472,5443,0
29473,5443,0
29474,4768,0
29475,4768,0
29476,4768,0
29477,4768,0
29478,1988,0
29479,1988,0
29480,1988,0
29481,1988,0
29482,5238,0
29483,5238,0
29484,5238,0
29485,5238,0
29486,384,0
29487,384,0
29488,384,0
29489,384,0
29490,1171,0
29491,1171,0
29492,1171,0
29493,1171,0
29494,4912,0
29495,4912,0
29496,4912,0
29497,4912,0
29498,117,0
29499,117,0
29500,117,0
29501,117,0
29502,3349,0
29503,3349,0
29504,3349,0
29505,3349,0
29506,3654,0
29507,3654,0
29508,3654,0
29509,3654,0
29510,1535,0
29511,1535,0
29512,1535,0
29513,1535,0
29514,4956,0
29515,4956,0
29516,4956,0
29517,4956,0
29518,990,0
29519,990,0
29520,990,0
29521,990,0
29522,1459,0
29523,1459,0
29524,1459,0
29525,1459,0
29526,5881,0
29527,5881,0
29528,5881,0
29529,5881,0
29530,4847,0
29531,4847,0
29532,4847,0
29533,4847,0
29534,309,0
29535,309,0
29536,309,0
29537,309,0
29538,1371,0
29539,1371,0
29540,1371,0
29541,1371,0
29542,1206,0
29543,1206,0
29544,1206,0
29545,1206,0
29546,3225,0
29547,3225,0
29548,3225,0
29549,3225,0
29550,3957,0
29551,3957,0
29552,3957,0
29553,3957,0
29554,3283,0
29555,3283,0
29556,3283,0
29557,3283,0
29558,1006,0
29559,1006,0
29560,1006,0
29561,1006,0
29562,385,0
29563,385,0
29564,385,0
29565,385,0
29566,5107,0
29567,5107,0
29568,5107,0
29569,5107,0
29570,1812,0
29571,1812,0
29572,1812,0
29573,1812,0
29574,1291,0
29575,1291,0
29576,1291,0
29577,1291,0
29578,2579,0
29579,2579,0
29580,2579,0
29581,2579,0
29582,4856,0
29583,4856,0
29584,4856,0
29585,4856,0
29586,239,0
29587,239,0
29588,239,0
29589,239,0
29590,5020,0
29591,5020,0
29592,5020,0
29593,5020,0
29594,5468,0
29595,5468,0
29596,5468,0
29597,5468,0
29598,5932,0
29599,5932,0
29600,5932,0
29601,5932,0
29602,3586,0
29603,3586,0
29604,3586,0
29605,3586,0
29606,5497,0
29607,5497,0
29608,5497,0
29609,5497,0
29610,2772,0
29611,2772,0
29612,2772,0
29613,2772,0
29614,1106,0
29615,1106,0
29616,1106,0
29617,1106,0
29618,3515,0
29619,3515,0
29620,3515,0
29621,3515,0
29622,1282,0
29623,1282,0
29624,1282,0
29625,1282,0
29626,598,0
29627,598,0
29628,598,0
29629,598,0
29630,3216,0
29631,3216,0
29632,3216,0
29633,3216,0
29634,1313,0
29635,1313,0
29636,1313,0
29637,1313,0
29638,3244,0
29639,3244,0
29640,3244,0
29641,3244,0
29642,4705,0
29643,4705,0
29644,4705,0
29645,4705,0
29646,5876,0
29647,5876,0
29648,5876,0
29649,5876,0
29650,3434,0
29651,3434,0
29652,3434,0
29653,3434,0
29654,126,0
29655,126,0
29656,126,0
29657,126,0
29658,3122,0
29659,3122,0
29660,3122,0
29661,3122,0
29662,2408,0
29663,2408,0
29664,2408,0
29665,2408,0
29666,4047,0
29667,4047,0
29668,4047,0
29669,4047,0
29670,3926,0
29671,3926,0
29672,3926,0
29673,3926,0
29674,5802,0
29675,5802,0
29676,5802,0
29677,5802,0
29678,5158,0
29679,5158,0
29680,5158,0
29681,5158,0
29682,1573,0
29683,1573,0
29684,1573,0
29685,1573,0
29686,4379,0
29687,4379,0
29688,4379,0
29689,4379,0
29690,723,0
29691,723,0
29692,723,0
29693,723,0
29694,4675,0
29695,4675,0
29696,4675,0
29697,4675,0
29698,4244,0
29699,4244,0
29700,4244,0
29701,4244,0
29702,822,0
29703,822,0
29704,822,0
29705,822,0
29706,4491,0
29707,4491,0
29708,4491,0
29709,4491,0
29710,5228,0
29711,5228,0
29712,5228,0
29713,5228,0
29714,2981,0
29715,2981,0
29716,2981,0
29717,2981,0
29718,3372,0
29719,3372,0
29720,3372,0
29721,3372,0
29722,863,0
29723,863,0
29724,863,0
29725,863,0
29726,4335,0
29727,4335,0
29728,4335,0
29729,4335,0
29730,5369,0
29731,5369,0
29732,5369,0
29733,5369,0
29734,134,0
29735,134,0
29736,134,0
29737,134,0
29738,566,0
29739,566,0
29740,566,0
29741,566,0
29742,4974,0
29743,4974,0
29744,4974,0
29745,4974,0
29746,3261,0
29747,3261,0
29748,3261,0
29749,3261,0
29750,1679,0
29751,1679,0
29752,1679,0
29753,1679,0
29754,670,0
29755,670,0
29756,670,0
29757,670,0
29758,5516,0
29759,5516,0
29760,5516,0
29761,5516,0
29762,3706,0
29763,3706,0
29764,3706,0
29765,3706,0
29766,1568,0
29767,1568,0
29768,1568,0
29769,1568,0
29770,3045,0
29771,3045,0
29772,3045,0
29773,3045,0
29774,1964,0
29775,1964,0
29776,1964,0
29777,1964,0
29778,2774,0
29779,2774,0
29780,2774,0
29781,2774,0
29782,3136,0
29783,3136,0
29784,3136,0
29785,3136,0
29786,3268,0
29787,3268,0
29788,3268,0
29789,3268,0
29790,1285,0
29791,1285,0
29792,1285,0
29793,1285,0
29794,5878,0
29795,5878,0
29796,5878,0
29797,5878,0
29798,5169,0
29799,5169,0
29800,5169,0
29801,5169,0
29802,5050,0
29803,5050,0
29804,5050,0
29805,5050,0
29806,2932,0
29807,2932,0
29808,2932,0
29809,2932,0
29810,3049,0
29811,3049,0
29812,3049,0
29813,3049,0
29814,1792,0
29815,1792,0
29816,1792,0
29817,1792,0
29818,5511,0
29819,5511,0
29820,5511,0
29821,5511,0
29822,4891,0
29823,4891,0
29824,4891,0
29825,4891,0
29826,5519,0
29827,5519,0
29828,5519,0
29829,5519,0
29830,2604,0
29831,2604,0
29832,2604,0
29833,2604,0
29834,3756,0
29835,3756,0
29836,3756,0
29837,3756,0
29838,5765,0
29839,5765,0
29840,5765,0
29841,5765,0
29842,1753,0
29843,1753,0
29844,1753,0
29845,1753,0
29846,5385,0
29847,5385,0
29848,5385,0
29849,5385,0
29850,3389,0
29851,3389,0
29852,3389,0
29853,3389,0
29854,4195,0
29855,4195,0
29856,4195,0
29857,4195,0
29858,4868,0
29859,4868,0
29860,4868,0
29861,4868,0
29862,1976,0
29863,1976,0
29864,1976,0
29865,1976,0
29866,4888,0
29867,4888,0
29868,4888,0
29869,4888,0
29870,392,0
29871,392,0
29872,392,0
29873,392,0
29874,4452,0
29875,4452,0
29876,4452,0
29877,4452,0
29878,769,0
29879,769,0
29880,769,0
29881,769,0
29882,249,0
29883,249,0
29884,249,0
29885,249,0
29886,551,0
29887,551,0
29888,551,0
29889,551,0
29890,887,0
29891,887,0
29892,887,0
29893,887,0
29894,5241,0
29895,5241,0
29896,5241,0
29897,5241,0
29898,4994,0
29899,4994,0
29900,4994,0
29901,4994,0
29902,5191,0
29903,5191,0
29904,5191,0
29905,5191,0
29906,4497,0
29907,4497,0
29908,4497,0
29909,4497,0
29910,2136,0
29911,2136,0
29912,2136,0
29913,2136,0
29914,5055,0
29915,5055,0
29916,5055,0
29917,5055,0
29918,3303,0
29919,3303,0
29920,3303,0
29921,3303,0
29922,1907,0
29923,1907,0
29924,1907,0
29925,1907,0
29926,4323,0
29927,4323,0
29928,4323,0
29929,4323,0
29930,5907,0
29931,5907,0
29932,5907,0
29933,5907,0
29934,4124,0
29935,4124,0
29936,4124,0
29937,4124,0
29938,2348,0
29939,2348,0
29940,2348,0
29941,2348,0
29942,766,0
29943,766,0
29944,766,0
29945,766,0
29946,1167,0
29947,1167,0
29948,1167,0
29949,1167,0
29950,5844,0
29951,5844,0
29952,5844,0
29953,5844,0
29954,824,0
29955,824,0
29956,824,0
29957,824,0
29958,1381,0
29959,1381,0
29960,1381,0
29961,1381,0
29962,1308,0
29963,1308,0
29964,1308,0
29965,1308,0
29966,4674,0
29967,4674,0
29968,4674,0
29969,4674,0
29970,815,0
29971,815,0
29972,815,0
29973,815,0
29974,1082,0
29975,1082,0
29976,1082,0
29977,1082,0
29978,1013,0
29979,1013,0
29980,1013,0
29981,1013,0
29982,5958,0
29983,5958,0
29984,5958,0
29985,5958,0
29986,1332,0
29987,1332,0
29988,1332,0
29989,1332,0
29990,5703,0
29991,5703,0
29992,5703,0
29993,5703,0
29994,3354,0
29995,3354,0
29996,3354,0
29997,3354,0
29998,211,0
29999,211,0
30000,211,0
30001,211,0
30002,1203,0
30003,1203,0
30004,1203,0
30005,1203,0
30006,5674,0
30007,5674,0
30008,5674,0
30009,5674,0
30010,3029,0
30011,3029,0
30012,3029,0
30013,3029,0
30014,3717,0
30015,3717,0
30016,3717,0
30017,3717,0
30018,5198,0
30019,5198,0
30020,5198,0
30021,5198,0
30022,5776,0
30023,5776,0
30024,5776,0
30025,5776,0
30026,2600,0
30027,2600,0
30028,2600,0
30029,2600,0
30030,872,0
30031,872,0
30032,872,0
30033,872,0
30034,2259,0
30035,2259,0
30036,2259,0
30037,2259,0
30038,3040,0
30039,3040,0
30040,3040,0
30041,3040,0
30042,4958,0
30043,4958,0
30044,4958,0
30045,4958,0
30046,2381,0
30047,2381,0
30048,2381,0
30049,2381,0
30050,274,0
30051,274,0
30052,274,0
30053,274,0
30054,2447,0
30055,2447,0
30056,2447,0
30057,2447,0
30058,5806,0
30059,5806,0
30060,5806,0
30061,5806,0
30062,3625,0
30063,3625,0
30064,3625,0
30065,3625,0
30066,4056,0
30067,4056,0
30068,4056,0
30069,4056,0
30070,491,0
30071,491,0
30072,491,0
30073,491,0
30074,4864,0
30075,4864,0
30076,4864,0
30077,4864,0
30078,3437,0
30079,3437,0
30080,3437,0
30081,3437,0
30082,3777,0
30083,3777,0
30084,3777,0
30085,3777,0
30086,216,0
30087,216,0
30088,216,0
30089,216,0
30090,53,0
30091,53,0
30092,53,0
30093,53,0
30094,3889,0
30095,3889,0
30096,3889,0
30097,3889,0
30098,4906,0
30099,4906,0
30100,4906,0
30101,4906,0
30102,279,0
30103,279,0
30104,279,0
30105,279,0
30106,5437,0
30107,5437,0
30108,5437,0
30109,5437,0
30110,1735,0
30111,1735,0
30112,1735,0
30113,1735,0
30114,3965,0
30115,3965,0
30116,3965,0
30117,3965,0
30118,4332,0
30119,4332,0
30120,4332,0
30121,4332,0
30122,1802,0
30123,1802,0
30124,1802,0
30125,1802,0
30126,2257,0
30127,2257,0
30128,2257,0
30129,2257,0
30130,3766,0
30131,3766,0
30132,3766,0
30133,3766,0
30134,4809,0
30135,4809,0
30136,4809,0
30137,4809,0
30138,5954,0
30139,5954,0
30140,5954,0
30141,5954,0
30142,5558,0
30143,5558,0
30144,5558,0
30145,5558,0
30146,1424,0
30147,1424,0
30148,1424,0
30149,1424,0
30150,4852,0
30151,4852,0
30152,4852,0
30153,4852,0
30154,4932,0
30155,4932,0
30156,4932,0
30157,4932,0
30158,1979,0
30159,1979,0
30160,1979,0
30161,1979,0
30162,5,0
30163,5,0
30164,5,0
30165,5,0
30166,5890,0
30167,5890,0
30168,5890,0
30169,5890,0
30170,3792,0
30171,3792,0
30172,3792,0
30173,3792,0
30174,2364,0
30175,2364,0
30176,2364,0
30177,2364,0
30178,1238,0
30179,1238,0
30180,1238,0
30181,1238,0
30182,3278,0
30183,3278,0
30184,3278,0
30185,3278,0
30186,523,0
30187,523,0
30188,523,0
30189,523,0
30190,5304,0
30191,5304,0
30192,5304,0
30193,5304,0
30194,5593,0
30195,5593,0
30196,5593,0
30197,5593,0
30198,1770,0
30199,1770,0
30200,1770,0
30201,1770,0
30202,1908,0
30203,1908,0
30204,1908,0
30205,1908,0
30206,473,0
30207,473,0
30208,473,0
30209,473,0
30210,2866,0
30211,2866,0
30212,2866,0
30213,2866,0
30214,3424,0
30215,3424,0
30216,3424,0
30217,3424,0
30218,659,0
30219,659,0
30220,659,0
30221,659,0
30222,5292,0
30223,5292,0
30224,5292,0
30225,5292,0
30226,868,0
30227,868,0
30228,868,0
30229,868,0
30230,3011,0
30231,3011,0
30232,3011,0
30233,3011,0
30234,4113,0
30235,4113,0
30236,4113,0
30237,4113,0
30238,1699,0
30239,1699,0
30240,1699,0
30241,1699,0
30242,821,0
30243,821,0
30244,821,0
30245,821,0
30246,4409,0
30247,4409,0
30248,4409,0
30249,4409,0
30250,2342,0
30251,2342,0
30252,2342,0
30253,2342,0
30254,602,0
30255,602,0
30256,602,0
30257,602,0
30258,3024,0
30259,3024,0
30260,3024,0
30261,3024,0
30262,1446,0
30263,1446,0
30264,1446,0
30265,1446,0
30266,2048,0
30267,2048,0
30268,2048,0
30269,2048,0
30270,32,0
30271,32,0
30272,32,0
30273,32,0
30274,3738,0
30275,3738,0
30276,3738,0
30277,3738,0
30278,5744,0
30279,5744,0
30280,5744,0
30281,5744,0
30282,5668,0
30283,5668,0
30284,5668,0
30285,5668,0
30286,3407,0
30287,3407,0
30288,3407,0
30289,3407,0
30290,2665,0
30291,2665,0
30292,2665,0
30293,2665,0
30294,2503,0
30295,2503,0
30296,2503,0
30297,2503,0
30298,3058,0
30299,3058,0
30300,3058,0
30301,3058,0
30302,5577,0
30303,5577,0
30304,5577,0
30305,5577,0
30306,2209,0
30307,2209,0
30308,2209,0
30309,2209,0
30310,5424,0
30311,5424,0
30312,5424,0
30313,5424,0
30314,4159,0
30315,4159,0
30316,4159,0
30317,4159,0
30318,1879,0
30319,1879,0
30320,1879,0
30321,1879,0
30322,4338,0
30323,4338,0
30324,4338,0
30325,4338,0
30326,1384,0
30327,1384,0
30328,1384,0
30329,1384,0
30330,5647,0
30331,5647,0
30332,5647,0
30333,5647,0
35395,4411,1
35395,4411,1
35399,4039,1
35399,4039,1
35400,4039,1
35400,4039,1
35401,4039,1
35401,4039,1
35402,3582,1
35402,3582,1
35403,3582,1
35403,3582,1
35404,3582,1
35404,3582,1
35405,3582,1
35405,3582,1
35407,5096,1
35407,5096,1
35409,5096,1
35409,5096,1
35413,2931,1
35413,2931,1
35415,1216,1
35415,1216,1
35416,1216,1
35416,1216,1
35419,5319,1
35419,5319,1
35422,4807,1
35422,4807,1
35427,3605,1
35427,3605,1
35428,3605,1
35428,3605,1
35430,75,1
35430,75,1
35431,75,1
35431,75,1
35432,75,1
35432,75,1
35433,75,1
35433,75,1
35435,4608,1
35435,4608,1
35438,559,1
35438,559,1
35439,559,1
35439,559,1
35442,5695,1
35442,5695,1
35443,5695,1
35443,5695,1
35444,5695,1
35444,5695,1
35445,5695,1
35445,5695,1
35449,1074,1
35449,1074,1
35451,5390,1
35451,5390,1
35456,22,1
35456,22,1
35459,1015,1
35459,1015,1
35460,1015,1
35460,1015,1
35468,1380,1
35468,1380,1
35469,1380,1
35469,1380,1
35470,1652,1
35470,1652,1
35472,1652,1
35472,1652,1
35475,1903,1
35475,1903,1
35479,4904,1
35479,4904,1
35480,4904,1
35480,4904,1
35481,4904,1
35481,4904,1
35483,2814,1
35483,2814,1
35485,2814,1
35485,2814,1
37612,1025,0
37613,1025,0
37614,1025,0
37615,1025,0
37616,1018,0
37617,1018,0
37618,1018,0
37619,1018,0
37620,1110,0
37621,1110,0
37622,1110,0
37623,1110,0
37624,4819,0
37625,4819,0
37626,4819,0
37627,4819,0
37628,3550,0
37629,3550,0
37630,3550,0
37631,3550,0
37632,5313,0
37633,5313,0
37634,5313,0
37635,5313,0
37636,1598,0
37637,1598,0
37638,1598,0
37639,1598,0
37640,5000,0
37641,5000,0
37642,5000,0
37643,5000,0
37644,5069,0
37645,5069,0
37646,5069,0
37647,5069,0
37648,5412,0
37649,5412,0
37650,5412,0
37651,5412,0
37652,3531,0
37653,3531,0
37654,3531,0
37655,3531,0
37656,5339,0
37657,5339,0
37658,5339,0
37659,5339,0
37660,4017,0
37661,4017,0
37662,4017,0
37663,4017,0
37664,3644,0
37665,3644,0
37666,3644,0
37667,3644,0
37668,3195,0
37669,3195,0
37670,3195,0
37671,3195,0
37672,4708,0
37673,4708,0
37674,4708,0
37675,4708,0
37676,2539,0
37677,2539,0
37678,2539,0
37679,2539,0
37680,855,0
37681,855,0
37682,855,0
37683,855,0
37684,4937,0
37685,4937,0
37686,4937,0
37687,4937,0
37688,4413,0
37689,4413,0
37690,4413,0
37691,4413,0
37692,3218,0
37693,3218,0
37694,3218,0
37695,3218,0
37696,5750,0
37697,5750,0
37698,5750,0
37699,5750,0
37700,4213,0
37701,4213,0
37702,4213,0
37703,4213,0
37704,207,0
37705,207,0
37706,207,0
37707,207,0
37708,5308,0
37709,5308,0
37710,5308,0
37711,5308,0
37712,721,0
37713,721,0
37714,721,0
37715,721,0
37716,5004,0
37717,5004,0
37718,5004,0
37719,5004,0
37720,5697,0
37721,5697,0
37722,5697,0
37723,5697,0
37724,650,0
37725,650,0
37726,650,0
37727,650,0
37728,4957,0
37729,4957,0
37730,4957,0
37731,4957,0
37732,1010,0
37733,1010,0
37734,1010,0
37735,1010,0
37736,1266,0
37737,1266,0
37738,1266,0
37739,1266,0
37740,1499,0
37741,1499,0
37742,1499,0
37743,1499,0
37744,4511,0
37745,4511,0
37746,4511,0
37747,4511,0
37748,2402,0
37749,2402,0
37750,2402,0
37751,2402,0
37752,1682,0
37753,1682,0
37754,1682,0
37755,1682,0
37756,1518,0
37757,1518,0
37758,1518,0
37759,1518,0
37760,4792,0
37761,4792,0
37762,4792,0
37763,4792,0
37764,3455,0
37765,3455,0
37766,3455,0
37767,3455,0
37768,4327,0
37769,4327,0
37770,4327,0
37771,4327,0
37772,1848,0
37773,1848,0
37774,1848,0
37775,1848,0
37776,3169,0
37777,3169,0
37778,3169,0
37779,3169,0
37780,361,0
37781,361,0
37782,361,0
37783,361,0
37784,3186,0
37785,3186,0
37786,3186,0
37787,3186,0
37788,4685,0
37789,4685,0
37790,4685,0
37791,4685,0
37792,1897,0
37793,1897,0
37794,1897,0
37795,1897,0
37796,554,0
37797,554,0
37798,554,0
37799,554,0
37800,4611,0
37801,4611,0
37802,4611,0
37803,4611,0
37804,2879,0
37805,2879,0
37806,2879,0
37807,2879,0
37808,4392,0
37809,4392,0
37810,4392,0
37811,4392,0
37812,3377,0
37813,3377,0
37814,3377,0
37815,3377,0
37816,4524,0
37817,4524,0
37818,4524,0
37819,4524,0
37820,4367,0
37821,4367,0
37822,4367,0
37823,4367,0
37824,2747,0
37825,2747,0
37826,2747,0
37827,2747,0
37828,3481,0
37829,3481,0
37830,3481,0
37831,3481,0
37832,288,0
37833,288,0
37834,288,0
37835,288,0
37836,4137,0
37837,4137,0
37838,4137,0
37839,4137,0
37840,3458,0
37841,3458,0
37842,3458,0
37843,3458,0
37844,2057,0
37845,2057,0
37846,2057,0
37847,2057,0
37848,1338,0
37849,1338,0
37850,1338,0
37851,1338,0
37852,860,0
37853,860,0
37854,860,0
37855,860,0
37856,5688,0
37857,5688,0
37858,5688,0
37859,5688,0
37860,4403,0
37861,4403,0
37862,4403,0
37863,4403,0
37864,3309,0
37865,3309,0
37866,3309,0
37867,3309,0
37868,1960,0
37869,1960,0
37870,1960,0
37871,1960,0
37872,5011,0
37873,5011,0
37874,5011,0
37875,5011,0
37876,5481,0
37877,5481,0
37878,5481,0
37879,5481,0
37880,3134,0
37881,3134,0
37882,3134,0
37883,3134,0
37884,2475,0
37885,2475,0
37886,2475,0
37887,2475,0
37888,5868,0
37889,5868,0
37890,5868,0
37891,5868,0
37892,4261,0
37893,4261,0
37894,4261,0
37895,4261,0
37896,3075,0
37897,3075,0
37898,3075,0
37899,3075,0
